Mortality Rate
0.067781483
0.059308798
0.050836112
0.042363427
0.033890742
0.025418056
0.016945371
0.008472686
3.08148E-10
0.002741275
0.005482549
0.008223824
0.010965098
0.013706372
0.016447647
0.019188921
0.021930196
0.021729681
0.021529166
0.021328652
0.021128137
0.020927622
0.020727108
0.020526593
0.020326078
0.019078005
0.017829932
0.016581859
0.015333785
0.014085712
0.012837639
0.011589566
0.010341492
0.013256435
0.016171377
0.01908632
0.022001262
0.024916204
0.027831147
0.030746089
0.033661032
0.031526753
0.029392475
0.027258197
0.025123918
0.02298964
0.020855362
0.018721083
0.016586805
0.019525336
0.022463867
0.025402399
0.02834093
0.031279461
0.034217992
0.037156523
0.040095054
0.043559535
0.047024015
0.050488495
0.053952975
0.057417456
0.060881936
0.064346416
0.067810896
0.077155348
0.0864998
0.095844252
0.105188704
0.114533155
0.123877607
0.133222059
0.142566511
0.135077484
0.127588457
0.12009943
0.112610404
0.105121377
0.09763235
0.090143323
0.082654297
0.083909956
0.085165615
0.086421275
0.087676934
0.088932593
0.090188253
0.091443912
0.092699572
0.081112125
0.069524679
